"","X","Site_Name","Site_ID","Section","Month","Type","Date","Interaction_recorded..Y.N.","SpecimenCaught","UniqueID","EntryOrder","Day","Month.1","Year","Week","SampleDate","Surveyor","HabitatType","Survey","Site","HabitatType.Survey.Site","ITMx","ITMy","WGS84.ETRS89","WGS84.ETRS89.1","PlantSpecies","FlowerVisitorSpecies","Pollinator_caught","VisitorGroup","Genus","Sex","VisitationFrequency","FlowerAbundancePerPlantSpecies","MaxFlowerSize.mm.","FloralArea","Introduced.","Visitation.Rate","FlowerAbundanceTotal","TransectTime.mins.","AreaSampledm2","Rate","Groups.of.flower.visitors.registered..All.species..Only.bees..Bees.and.hoverflies..Bees.and.flies..etc.","InsectActivityRecorded..Feeding.or.Both.Feeding.and.F.lying","Site_Section","Site_Section_Month","gradient","gradienttype","groupfactor"
"66",66,"JFK",2,"Industrial(City.West)","May","Urban","13.5.18","Y","Y",20180440,946,13,5,18,3,"13.5.18","Cian White","BC4",1,"JK","BC4JK",709551,731847,NA,NA,"Taraxacum.agg","Melanogaster.hirtella","Y","Syrphid","Melanogaster","F",1,190,50,9500,"",0.000105263,NA,30,400,13.33333333,"","","JFKIndustrial(City.West)","JFKIndustrial(City.West)May","High","Urban High",NA
"67",67,"JFK",2,"Industrial(City.West)","May","Urban","13.5.18","Y","Y",20180441,947,13,5,18,3,"13.5.18","Cian White","BC4",1,"JK","BC4JK",709551,731847,NA,NA,"Rosmarinus.officinalis","Bombus.muscorum","Y","Bumble.Bee","Bombus","F",1,2500,20,50000,"",2e-05,NA,30,400,13.33333333,"","","JFKIndustrial(City.West)","JFKIndustrial(City.West)May","High","Urban High","bees"
"68",68,"JFK",2,"Industrial(City.West)","May","Urban","13.5.18","Y","Y",20180442,948,13,5,18,3,"13.5.18","Cian White","BC4",1,"JK","BC4JK",709551,731847,NA,NA,"Rosmarinus.officinalis","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",5,2500,20,50000,"",1e-04,NA,30,400,13.33333333,"","","JFKIndustrial(City.West)","JFKIndustrial(City.West)May","High","Urban High","bees"
"69",69,"JFK",2,"Industrial(City.West)","May","Urban","13.5.18","Y","N",NA,951,13,5,18,3,"13.5.18","Cian White","BC4",1,"JK","BC4JK",709551,731847,NA,NA,"Rosmarinus.officinalis","Bombus.pratorum","O","Bumble.Bee","Bombus","F",1,2500,20,50000,"",2e-05,NA,30,400,13.33333333,"","","JFKIndustrial(City.West)","JFKIndustrial(City.West)May","High","Urban High","bees"
"70",70,"JFK",2,"Industrial(City.West)","May","Urban","13.5.18","Y","N",NA,952,13,5,18,3,"13.5.18","Cian White","BC4",1,"JK","BC4JK",709551,731847,NA,NA,"Cotoneaster.frigidus","Bombus.terrestris","O","Bumble.Bee","Bombus","F",1,30,50,1500,"",0.000666667,NA,30,400,13.33333333,"","","JFKIndustrial(City.West)","JFKIndustrial(City.West)May","High","Urban High","bees"
"71",71,"JFK",2,"Dis.Dense","May","Urban","13.5.18","N",NA,NA,953,13,5,18,3,"13.5.18","Cian White","BC4",1,"JK","BC4JK",709551,731847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,220,36.66666667,"","","JFKDis.Dense","JFKDis.DenseMay","High","Urban High",NA
"72",72,"JFK",2,"Land.No.Use","May","Urban","13.5.18","N",NA,NA,954,13,5,18,3,"13.5.18","Cian White","GA1",1,"JK","GA1JK",709551,731847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,100,20,"","","JFKLand.No.Use","JFKLand.No.UseMay","High","Urban High",NA
"73",73,"JFK",2,"Industrial(Bluebell)","May","Urban","13.5.18","Y","N",NA,955,13,5,18,3,"13.5.18","Cian White","BC4",1,"JK","BC4JK",709551,731847,NA,NA,"Buxus.sempervirens","Bombus.pascorum","O","Bumble.Bee","Bombus","F",2,2000,4,8000,"",0.00025,NA,17,500,29.41176471,"","","JFKIndustrial(Bluebell)","JFKIndustrial(Bluebell)May","High","Urban High","bees"
"74",74,"JFK",2,"Industrial(Bluebell)","May","Urban","13.5.18","Y","Y",20180444,956,13,5,18,3,"13.5.18","Cian White","BC4",1,"JK","BC4JK",709551,731847,NA,NA,"Buxus.sempervirens","Bombus.lucorum(agg)","Y","Bumble.Bee","Bombus","F",1,2000,4,8000,"",0.000125,NA,17,500,29.41176471,"","","JFKIndustrial(Bluebell)","JFKIndustrial(Bluebell)May","High","Urban High","bees"
"75",75,"JFK",2,"Industrial(Bluebell)","May","Urban","13.5.18","Y","Y",20180445,957,13,5,18,3,"13.5.18","Cian White","BC4",1,"JK","BC4JK",709551,731847,NA,NA,"Buxus.sempervirens","Apis.mellifera","Y","Honey.Bee","Apis","F",2,2000,4,8000,"",0.00025,NA,17,500,29.41176471,"","","JFKIndustrial(Bluebell)","JFKIndustrial(Bluebell)May","High","Urban High","bees"
"76",76,"JFK",2,"Industrial(Bluebell)","May","Urban","13.5.18","Y","N",NA,958,13,5,18,3,"13.5.18","Cian White","BC4",1,"JK","BC4JK",709551,731847,NA,NA,"White.Flower","Bombus.muscorum","O","Bumble.Bee","Bombus","F",1,20,20,400,"",0.0025,NA,17,500,29.41176471,"","","JFKIndustrial(Bluebell)","JFKIndustrial(Bluebell)May","High","Urban High","bees"
"77",77,"Finglas",7,"Pasture(L)","May","Urban","14.5.18","Y","N",NA,960,14,5,18,3,"14.5.18","Cian White","GA1",1,"Fs","GA1Fs",710113,738973,NA,NA,"Conopodium.majus","Diptera","O","Diptera",NA,"F",2,420,50,21000,"",9.52e-05,NA,16,500,31.25,"","","FinglasPasture(L)","FinglasPasture(L)May","Low","Urban Low",NA
"78",78,"Finglas",7,"Pasture(L)","May","Urban","14.5.18","Y","Y",20180449,962,14,5,18,3,"14.5.18","Cian White","GA1",1,"Fs","GA1Fs",710113,738973,NA,NA,"Conopodium.majus","Heliophilus.pendulus","Y","Syrphid","Heliophilus","M",1,420,50,21000,"",4.76e-05,NA,16,500,31.25,"","","FinglasPasture(L)","FinglasPasture(L)May","Low","Urban Low",NA
"79",79,"Finglas",7,"Pasture(L)","May","Urban","14.5.18","Y","Y",20180450,963,14,5,18,3,"14.5.18","Cian White","GA1",1,"Fs","GA1Fs",710113,738973,NA,NA,"Grass","Platycheirus.clypaetus","Y","Syrphid","Platycheirus","F",1,6000,20,120000,"",8.33e-06,NA,16,500,31.25,"","","FinglasPasture(L)","FinglasPasture(L)May","Low","Urban Low",NA
"80",80,"Finglas",7,"Pasture(L)","May","Urban","14.5.18","Y","Y",20180451,964,14,5,18,3,"14.5.18","Cian White","GA1",1,"Fs","GA1Fs",710113,738973,NA,NA,"Grass","Melanostoma.mellinum","Y","Syrphid","Melanostoma","F",1,6000,20,120000,"",8.33e-06,NA,16,500,31.25,"","","FinglasPasture(L)","FinglasPasture(L)May","Low","Urban Low",NA
"81",81,"Finglas",7,"Other.Roads","May","Urban","14.5.18","Y","N",NA,965,14,5,18,3,"14.5.18","Cian White","BL2",1,"Fs","BL2Fs",710113,738973,NA,NA,"Alliaria.petiolata","Diptera","O","Diptera",NA,"F",1,200,10,2000,"",5e-04,NA,4,82,20.5,"","","FinglasOther.Roads","FinglasOther.RoadsMay","Low","Urban Low",NA
"82",82,"Finglas",7,"Forest","May","Urban","14.5.18","N",NA,NA,966,14,5,18,3,"14.5.18","Cian White","WD1",1,"Fs","WD1Fs",710113,738973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,164,41,"","","FinglasForest","FinglasForestMay","Low","Urban Low",NA
"83",83,"Finglas",7,"Sports","May","Urban","14.5.18","Y","N",NA,967,14,5,18,3,"14.5.18","Cian White","GA2",1,"Fs","GA2Fs",710113,738973,NA,NA,"Crataegus.monogyna","Diptera","O","Diptera",NA,"F",2,100,20,2000,"",0.001,NA,9,206,22.88888889,"","","FinglasSports","FinglasSportsMay","Low","Urban Low",NA
"84",84,"Finglas",7,"Pasture(S)","May","Urban","14.5.18","Y","Y",20180452,968,14,5,18,3,"14.5.18","Cian White","GA1",1,"Fs","GA1Fs",710113,738973,NA,NA,"Vicia.sepium","Platycheirus.manicatus","Y","Syrphid","Platycheirus","M",1,50,34,1700,"",0.000588235,NA,25,428,17.12,"","","FinglasPasture(S)","FinglasPasture(S)May","Low","Urban Low",NA
"85",85,"Finglas",7,"Pasture(S)","May","Urban","14.5.18","Y","N",NA,969,14,5,18,3,"14.5.18","Cian White","GA1",1,"Fs","GA1Fs",710113,738973,NA,NA,"Taraxacum.agg","Diptera","O","Diptera",NA,"F",11,75,50,3750,"",0.002933333,NA,25,428,17.12,"","","FinglasPasture(S)","FinglasPasture(S)May","Low","Urban Low",NA
"86",86,"Finglas",7,"Pasture(S)","May","Urban","14.5.18","Y","N",NA,970,14,5,18,3,"14.5.18","Cian White","GA1",1,"Fs","GA1Fs",710113,738973,NA,NA,"Ranunculus.acris","Diptera","O","Diptera",NA,"F",1,70,25,1750,"",0.000571429,NA,25,428,17.12,"","","FinglasPasture(S)","FinglasPasture(S)May","Low","Urban Low",NA
"87",87,"Finglas",7,"Pasture(S)","May","Urban","14.5.18","Y","N",NA,971,14,5,18,3,"14.5.18","Cian White","GA1",1,"Fs","GA1Fs",710113,738973,NA,NA,"Bellis.perennis","Diptera","O","Diptera",NA,"F",2,390,25,9750,"",0.000205128,NA,25,428,17.12,"","","FinglasPasture(S)","FinglasPasture(S)May","Low","Urban Low",NA
"88",88,"Finglas",7,"Pasture(S)","May","Urban","14.5.18","Y","N",NA,972,14,5,18,3,"14.5.18","Cian White","GA1",1,"Fs","GA1Fs",710113,738973,NA,NA,"Brassica.rapa","Diptera","O","Diptera",NA,"F",1,60,26,1560,"",0.000641026,NA,25,428,17.12,"","","FinglasPasture(S)","FinglasPasture(S)May","Low","Urban Low",NA
"89",89,"Finglas",7,"Herbaceous","May","Urban","14.5.18","Y","N",NA,973,14,5,18,3,"14.5.18","Cian White","GS1",1,"Fs","GS1Fs",710113,738973,NA,NA,"Taraxacum.agg","Diptera","O","Diptera",NA,"F",3,100,50,5000,"",6e-04,NA,10,144,14.4,"","","FinglasHerbaceous","FinglasHerbaceousMay","Low","Urban Low",NA
"90",90,"Finglas",7,"Herbaceous","May","Urban","14.5.18","Y","N",NA,974,14,5,18,3,"14.5.18","Cian White","GS1",1,"Fs","GS1Fs",710113,738973,NA,NA,"Bellis.perennis","Diptera","O","Diptera",NA,"F",3,1000,25,25000,"",0.00012,NA,10,144,14.4,"","","FinglasHerbaceous","FinglasHerbaceousMay","Low","Urban Low",NA
"91",91,"Finglas",7,"Fast.Transit","May","Urban","14.5.18","N",NA,NA,975,14,5,18,3,"14.5.18","Cian White","GS2",1,"Fs","GS2Fs",710113,738973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,62,15.5,"","","FinglasFast.Transit","FinglasFast.TransitMay","Low","Urban Low",NA
"92",92,"Finglas",7,"Industrial","May","Urban","14.5.18","Y","N",NA,976,14,5,18,3,"14.5.18","Cian White","BC4",1,"Fs","BC4Fs",710113,738973,NA,NA,"Ranunculus.repens","Diptera","","Diptera",NA,"F",NA,70,30,2100,"",NA,NA,7,330,47.14285714,"","","FinglasIndustrial","FinglasIndustrialMay","Low","Urban Low",NA
"93",93,"Finglas",7,"Dis.Medium","May","Urban","14.5.18","N",NA,NA,977,14,5,18,3,"14.5.18","Cian White","BC",1,"Fs","BCFs",710113,738973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,42,14,"","","FinglasDis.Medium","FinglasDis.MediumMay","Low","Urban Low",NA
"94",94,"Powerstown",9,"Dis.Dense","May","Urban","14.5.18","Y","Y",20180453,978,14,5,18,3,"14.5.18","Cian White","BL3",1,"Pn","BL3Pn",705991,742031,NA,NA,"Malus.prunifolia","Osmia.bicornis","Y","Solitary.Bee","Osmia","2M",3,800,25,20000,"",0.00015,NA,22,186,8.454545455,"","","PowerstownDis.Dense","PowerstownDis.DenseMay","Low","Urban Low","bees"
"95",95,"Powerstown",9,"Dis.Dense","May","Urban","14.5.18","Y","N",NA,979,14,5,18,3,"14.5.18","Cian White","BL3",1,"Pn","BL3Pn",705991,742031,NA,NA,"Malus.prunifolia","Apis.mellifera","O","Honey.Bee","Apis","F",3,800,25,20000,"",0.00015,NA,22,186,8.454545455,"","","PowerstownDis.Dense","PowerstownDis.DenseMay","Low","Urban Low","bees"
"96",96,"Powerstown",9,"Dis.Dense","May","Urban","14.5.18","Y","Y",20180454,981,14,5,18,3,"14.5.18","Cian White","BL3",1,"Pn","BL3Pn",705991,742031,NA,NA,"Malus.prunifolia","Bombus.pratorum","Y","Bumble.Bee","Bombus","F",1,800,25,20000,"",5e-05,NA,22,186,8.454545455,"","","PowerstownDis.Dense","PowerstownDis.DenseMay","Low","Urban Low","bees"
"97",97,"Powerstown",9,"Dis.Dense","May","Urban","14.5.18","Y","N",NA,982,14,5,18,3,"14.5.18","Cian White","BL3",1,"Pn","BL3Pn",705991,742031,NA,NA,"Malus.prunifolia","Diptera","O","Diptera",NA,"F",1,800,25,20000,"",5e-05,NA,22,186,8.454545455,"","","PowerstownDis.Dense","PowerstownDis.DenseMay","Low","Urban Low",NA
"98",98,"Powerstown",9,"Dis.Dense","May","Urban","14.5.18","Y","Y",20180455,983,14,5,18,3,"14.5.18","Cian White","BL3",1,"Pn","BL3Pn",705991,742031,NA,NA,"Malus.prunifolia","Eristalis.tenax","Y","Syrphid","Eristalis","M",1,800,25,20000,"",5e-05,NA,22,186,8.454545455,"","","PowerstownDis.Dense","PowerstownDis.DenseMay","Low","Urban Low",NA
"99",99,"Powerstown",9,"Dis.Dense","May","Urban","14.5.18","Y","N",NA,985,14,5,18,3,"14.5.18","Cian White","BL3",1,"Pn","BL3Pn",705991,742031,NA,NA,"Malus.prunifolia","Bombus.pratorum","O","Bumble.Bee","Bombus","F",1,800,25,20000,"",5e-05,NA,22,186,8.454545455,"","","PowerstownDis.Dense","PowerstownDis.DenseMay","Low","Urban Low","bees"
"100",100,"Powerstown",9,"Green.Urban","May","Urban","14.5.18","Y","N",NA,987,14,5,18,3,"14.5.18","Cian White","WD5",1,"Pn","WD5Pn",705991,742031,NA,NA,"Bellis.perennis","Diptera","O","Diptera",NA,"F",1,400,25,10000,"",1e-04,NA,3,82,27.33333333,"","","PowerstownGreen.Urban","PowerstownGreen.UrbanMay","Low","Urban Low",NA
"101",101,"Powerstown",9,"Arable","May","Urban","14.5.18","N",NA,NA,988,14,5,18,3,"14.5.18","Cian White","BC1",1,"Pn","BC1Pn",705991,742031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,296,42.28571429,"","","PowerstownArable","PowerstownArableMay","Low","Urban Low",NA
"102",102,"Powerstown",9,"Pasture(L)","May","Urban","14.5.18","Y","N",NA,989,14,5,18,3,"14.5.18","Cian White","GA1",1,"Pn","GA1Pn",705991,742031,NA,NA,"Ranunculus.repens","Diptera","O","Diptera",NA,"F",1,5,30,150,"",0.006666667,NA,13,500,38.46153846,"","","PowerstownPasture(L)","PowerstownPasture(L)May","Low","Urban Low",NA
"103",103,"Powerstown",9,"Other.Roads","May","Urban","14.5.18","N",NA,NA,990,14,5,18,3,"14.5.18","Cian White","WL1",1,"Pn","WL1Pn",705991,742031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,82,20.5,"","","PowerstownOther.Roads","PowerstownOther.RoadsMay","Low","Urban Low",NA
"104",104,"Powerstown",9,"Pasture(S)","May","Urban","14.5.18","N",NA,NA,991,14,5,18,3,"14.5.18","Cian White","GA1",1,"Pn","GA1Pn",705991,742031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,352,39.11111111,"","","PowerstownPasture(S)","PowerstownPasture(S)May","Low","Urban Low",NA
"105",105,"Powerstown",9,"Land.No.Use","May","Urban","14.5.18","Y","Y",20180458,992,14,5,18,3,"14.5.18","Cian White","GS2",1,"Pn","GS2Pn",705991,742031,NA,NA,"Vicia.sepium","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",2,2150,34,73100,"",2.74e-05,NA,6,82,13.66666667,"","","PowerstownLand.No.Use","PowerstownLand.No.UseMay","Low","Urban Low","bees"
"106",106,"Powerstown",9,"Industrial","May","Urban","14.5.18","Y","Y",20180460,994,14,5,18,3,"14.5.18","Cian White","BC4",1,"Pn","BC4Pn",705991,742031,NA,NA,"Buxus.sempervirens","Bombus.terrestris","Y","Bumble.Bee","Bombus","F",2,3000,4,12000,"",0.000166667,NA,14,330,23.57142857,"","","PowerstownIndustrial","PowerstownIndustrialMay","Low","Urban Low","bees"
"107",107,"Powerstown",9,"Industrial","May","Urban","14.5.18","Y","Y",20180461,995,14,5,18,3,"14.5.18","Cian White","BC4",1,"Pn","BC4Pn",705991,742031,NA,NA,"Buxus.sempervirens","Apis.mellifera","Y","Honey.Bee","Apis","F",2,3000,4,12000,"",0.000166667,NA,14,330,23.57142857,"","","PowerstownIndustrial","PowerstownIndustrialMay","Low","Urban Low","bees"
"108",108,"Powerstown",9,"Industrial","May","Urban","14.5.18","Y","N",NA,998,14,5,18,3,"14.5.18","Cian White","BC4",1,"Pn","BC4Pn",705991,742031,NA,NA,"Berberis.sp","Bombus.lucorum(agg)","O","Bumble.Bee","Bombus","F",2,1500,8,12000,"",0.000166667,NA,14,330,23.57142857,"","","PowerstownIndustrial","PowerstownIndustrialMay","Low","Urban Low","bees"
"109",109,"Powerstown",9,"Industrial","May","Urban","14.5.18","Y","N",NA,999,14,5,18,3,"14.5.18","Cian White","BC4",1,"Pn","BC4Pn",705991,742031,NA,NA,"Cotoneaster.frigidus","Bombus.terrestris","O","Bumble.Bee","Bombus","F",2,2000,50,1e+05,"",2e-05,NA,14,330,23.57142857,"","","PowerstownIndustrial","PowerstownIndustrialMay","Low","Urban Low","bees"
"110",110,"Powerstown",9,"Sports","May","Urban","14.5.18","N",NA,NA,999,14,5,18,3,"14.5.18","Cian White","GA2",1,"Pn","GA2Pn",705991,742031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,82,27.33333333,"","","PowerstownSports","PowerstownSportsMay","Low","Urban Low",NA
"111",111,"Malahide",8,"Green.Urban","May","Urban","24.5.18","Y","N",NA,1000,24,5,18,4,"24.5.18","Cian White","GS2",1,"Me","GS2Me",721946,744590,NA,NA,"Ranunculus.repens","Hoverfly","M","Syrphid",NA,"F",1,80,30,2400,"",0.000416667,NA,14,264,18.85714286,"","","MalahideGreen.Urban","MalahideGreen.UrbanMay","Low","Urban Low",NA
"112",112,"Malahide",8,"Sports","May","Urban","24.5.18","N",NA,NA,1001,24,5,18,4,"24.5.18","Cian White","GA2",1,"Me","GA2Me",721946,744590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,164,54.66666667,"","","MalahideSports","MalahideSportsMay","Low","Urban Low",NA
"113",113,"Malahide",8,"Arable","May","Urban","24.5.18","N",NA,NA,1002,24,5,18,4,"24.5.18","Cian White","BC1",1,"Me","BC1Me",721946,744590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,428,42.8,"","","MalahideArable","MalahideArableMay","Low","Urban Low",NA
"114",114,"Malahide",8,"Forest","May","Urban","24.5.18","N",NA,NA,1003,24,5,18,4,"24.5.18","Cian White","WD1",1,"Me","WD1Me",721946,744590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,20,"","","MalahideForest","MalahideForestMay","Low","Urban Low",NA
"115",115,"Malahide",8,"Dis.Medium","May","Urban","24.5.18","Y","Y",20180462,1004,24,5,18,4,"24.5.18","Cian White","WS3",1,"Me","WS3Me",721946,744590,NA,NA,"Blue.Flower","Bombus.pratorum","Y","Bumble.Bee","Bombus","F",3,60,20,1200,"",0.0025,NA,16,368,23,"","","MalahideDis.Medium","MalahideDis.MediumMay","Low","Urban Low","bees"
"116",116,"Malahide",8,"Dis.Medium","May","Urban","24.5.18","Y","N",NA,1007,24,5,18,4,"24.5.18","Cian White","WS3",1,"Me","WS3Me",721946,744590,NA,NA,"Symphytum.×uplandicum","Bombus.pratorum","O","Bumble.Bee","Bombus","F",1,40,30,1200,"",0.000833333,NA,16,368,23,"","","MalahideDis.Medium","MalahideDis.MediumMay","Low","Urban Low","bees"
"117",117,"Malahide",8,"Pasture","May","Urban","24.5.18","Y","N",NA,1008,24,5,18,4,"24.5.18","Cian White","GA1",1,"Me","GA1Me",721946,744590,NA,NA,"Ranunculus.acris","Diptera","O","Diptera",NA,"F",7,1060,25,26500,"",0.000264151,NA,13,408,31.38461538,"","","MalahidePasture","MalahidePastureMay","Low","Urban Low",NA
"118",118,"Malahide",8,"Dis.Low","May","Urban","24.5.18","N",NA,NA,1009,24,5,18,4,"24.5.18","Cian White","GS2",1,"Me","GS2Me",721946,744590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,20,"","","MalahideDis.Low","MalahideDis.LowMay","Low","Urban Low",NA
"119",119,"Malahide",8,"Other.Roads","May","Urban","24.5.18","N",NA,NA,1010,24,5,18,4,"24.5.18","Cian White","GS2",1,"Me","GS2Me",721946,744590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,62,20.66666667,"","","MalahideOther.Roads","MalahideOther.RoadsMay","Low","Urban Low",NA
"120",120,"Malahide",8,"Dis.Dense","May","Urban","24.5.18","N",NA,NA,1011,24,5,18,4,"24.5.18","Cian White","BC4",1,"Me","BC4Me",721946,744590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,102,34,"","","MalahideDis.Dense","MalahideDis.DenseMay","Low","Urban Low",NA
"121",121,"Malahide",8,"Isolated.Structure","May","Urban","24.5.18","Y","N",NA,1012,24,5,18,4,"24.5.18","Cian White","WS3",1,"Me","WS3Me",721946,744590,NA,NA,"Crataegus.monogyna","Coleoptera","O","Coleoptera",NA,"F",1,120,20,2400,"",0.000416667,NA,3,60,20,"","","MalahideIsolated.Structure","MalahideIsolated.StructureMay","Low","Urban Low",NA
"122",122,"Malahide",8,"Industrial","May","Urban","24.5.18","N",NA,NA,1013,24,5,18,4,"24.5.18","Cian White","WS3",1,"Me","WS3Me",721946,744590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,62,15.5,"","","MalahideIndustrial","MalahideIndustrialMay","Low","Urban Low",NA
"123",123,"North.Strand",3,"Industrial","June","Urban","12.6.18","N",NA,NA,25,12,6,18,7,"12.6.18","Cian White","BL3",2,"NS","BL3NS",716998,735668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,500,33.33333333,"Bees and flies","Feeding","North.StrandIndustrial","North.StrandIndustrialJune","High","Urban High",NA
"124",124,"North.Strand",3,"Railway","June","Urban","12.6.18","Y","N",NA,26,12,6,18,7,"12.6.18","Cian White","BL1",2,"NS","BL1NS",716998,735668,NA,NA,"Centranthus.ruber","Diptera","NC","Diptera",NA,"F",1,4000,180,720000,"I",1.39e-06,NA,2,88,44,"Bees and flies","Feeding","North.StrandRailway","North.StrandRailwayJune","High","Urban High",NA
"125",125,"North.Strand",3,"Continuous.Urban.Fabric","June","Urban","12.6.18","N",NA,NA,27,12,6,18,7,"12.6.18","Cian White","BL3",2,"NS","BL3NS",716998,735668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,426,28.4,"Bees and flies","Feeding","North.StrandContinuous.Urban.Fabric","North.StrandContinuous.Urban.FabricJune","High","Urban High",NA
"126",126,"North.Strand",3,"Dis.Dense","June","Urban","12.6.18","N",NA,NA,28,12,6,18,7,"12.6.18","Cian White","BL3",2,"NS","BL3NS",716998,735668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,500,33.33333333,"Bees and flies","Feeding","North.StrandDis.Dense","North.StrandDis.DenseJune","High","Urban High",NA
"127",127,"North.Strand",3,"Sports","June","Urban","12.6.18","N",NA,NA,29,12,6,18,7,"12.6.18","Cian White","GA2",2,"NS","GA2NS",716998,735668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,130,32.5,"Bees and flies","Feeding","North.StrandSports","North.StrandSportsJune","High","Urban High",NA
"128",128,"North.Strand",3,"Green.Urban","June","Urban","12.6.18","Y","Y",20180007,30,12,6,18,7,"12.6.18","Cian White","BC4",2,"NS","BC4NS",716998,735668,NA,NA,"Ranunculus.repens","Episyrphus.balteatus","Y","Syrphid","Episyrphus","F",1,250,30,7500,"N",0.000133333,NA,5,120,24,"Bees and flies","Feeding","North.StrandGreen.Urban","North.StrandGreen.UrbanJune","High","Urban High",NA
"129",129,"North.Strand",3,"Other.Roads","June","Urban","12.6.18","Y","N",NA,31,12,6,18,7,"12.6.18","Cian White","BC4",2,"NS","BC4NS",716998,735668,NA,NA,"Cotoneaster.hybridus.pendulus","Bombus.lucorum(agg)","O","Bumble.Bee","Bombus","F",1,400,15,6000,"I",0.000166667,NA,8,238,29.75,"Bees and flies","Feeding","North.StrandOther.Roads","North.StrandOther.RoadsJune","High","Urban High","bees"
"130",130,"Killester",5,"Dis.Dense(L)","June","Urban","12.6.18","Y","Y",20180008,32,12,6,18,7,"12.6.18","Cian White","BC4",2,"Kr","BC4Kr",720360,737971,NA,NA,"Oxalis.debilis","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",1,40,30,1200,"I",0.000833333,NA,30,500,16.66666667,"Bees and flies","Feeding","KillesterDis.Dense(L)","KillesterDis.Dense(L)June","Medium","Urban Medium","bees"
"131",131,"Killester",5,"Dis.Dense(L)","June","Urban","12.6.18","Y","Y",20180009,33,12,6,18,7,"12.6.18","Cian White","BC4",2,"Kr","BC4Kr",720360,737971,NA,NA,"Geranium.pratense","Apis.mellifera","Y","Honey.Bee","Apis","F",4,120,40,4800,"I",0.000833333,NA,30,500,16.66666667,"Bees and flies","Feeding","KillesterDis.Dense(L)","KillesterDis.Dense(L)June","Medium","Urban Medium","bees"
"132",132,"Killester",5,"Dis.Dense(L)","June","Urban","12.6.18","Y","Y",20180010,34,12,6,18,7,"12.6.18","Cian White","BC4",2,"Kr","BC4Kr",720360,737971,NA,NA,"Geranium.pratense","Bombus.pascorum","Y","Bumble.Bee","Bombus","F",2,120,40,4800,"I",0.000416667,NA,30,500,16.66666667,"Bees and flies","Feeding","KillesterDis.Dense(L)","KillesterDis.Dense(L)June","Medium","Urban Medium","bees"
"133",133,"Killester",5,"Dis.Dense(L)","June","Urban","12.6.18","Y","N",NA,38,12,6,18,7,"12.6.18","Cian White","BC4",2,"Kr","BC4Kr",720360,737971,NA,NA,"Weigela.kosteriana.variegata","Bombus.hortorum","O","Bumble.Bee","Bombus","F",1,500,40,20000,"I",5e-05,NA,30,500,16.66666667,"Bees and flies","Feeding","KillesterDis.Dense(L)","KillesterDis.Dense(L)June","Medium","Urban Medium","bees"
"134",134,"Killester",5,"Dis.Dense(L)","June","Urban","12.6.18","Y","Y",20180012,39,12,6,18,7,"12.6.18","Cian White","BC4",2,"Kr","BC4Kr",720360,737971,NA,NA,"Trifolium.repens","Apis.mellifera","Y","Honey.Bee","Apis","F",7,517,13,6721,"N",0.001041512,NA,30,500,16.66666667,"Bees and flies","Feeding","KillesterDis.Dense(L)","KillesterDis.Dense(L)June","Medium","Urban Medium","bees"
